raw_text,ner_tags_json
Landmark 81 Số 110 Kiệt 91 Mai Chi Tho,"{'tokens': ['Landmark', '81', 'Số', '110', 'Kiệt', '91', 'Mai', 'Chi', 'Tho'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR', 'I-STR']}"
Landmark 81 Số 22 Ngõ 27 Mai Chi Tho,"{'tokens': ['Landmark', '81', 'Số', '22', 'Ngõ', '27', 'Mai', 'Chi', 'Tho'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR', 'I-STR']}"
Landmark 81 Số 95 Hẻm 63 Le Loi,"{'tokens': ['Landmark', '81', 'Số', '95', 'Hẻm', '63', 'Le', 'Loi'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Phía sau Cho Ben Thanh đường Mai Chi Tho,"{'tokens': ['Phía', 'sau', 'Cho', 'Ben', 'Thanh', 'đường', 'Mai', 'Chi', 'Tho'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR', 'I-STR']}"
182/10 Mai Chi Tho,"{'tokens': ['182/10', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NUM', 'B-STR', 'I-STR', 'I-STR']}"
Landmark 81 Số 119 Kiệt 28 Le Loi,"{'tokens': ['Landmark', '81', 'Số', '119', 'Kiệt', '28', 'Le', 'Loi'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Đối diện Cho Ben Thanh đường Mai Chi Tho,"{'tokens': ['Đối', 'diện', 'Cho', 'Ben', 'Thanh', 'đường', 'Mai', 'Chi', 'Tho'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Thôn 15 gần Mai Chi Tho,"{'tokens': ['Thôn', '15', 'gần', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Đối diện Cho Ben Thanh đường Le Loi,"{'tokens': ['Đối', 'diện', 'Cho', 'Ben', 'Thanh', 'đường', 'Le', 'Loi'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
242/36 Le Loi,"{'tokens': ['242/36', 'Le', 'Loi'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Phía sau Ben xe Mien Tay đường Mai Chi Tho,"{'tokens': ['Phía', 'sau', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Mai', 'Chi', 'Tho'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Khu phố 7 gần Nguyen Hue,"{'tokens': ['Khu', 'phố', '7', 'gần', 'Nguyen', 'Hue'], 'tags': ['B-NBH', 'I-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Bitexco Số 37 Ngõ 22 Nguyen Hue,"{'tokens': ['Bitexco', 'Số', '37', 'Ngõ', '22', 'Nguyen', 'Hue'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Landmark 81 Số 27 Ngõ 92 Mai Chi Tho,"{'tokens': ['Landmark', '81', 'Số', '27', 'Ngõ', '92', 'Mai', 'Chi', 'Tho'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR', 'I-STR']}"
Gần Ben xe Mien Tay đường Nguyen Hue,"{'tokens': ['Gần', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Nguyen', 'Hue'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Ấp 19 gần Le Loi,"{'tokens': ['Ấp', '19', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Gần Cho Ben Thanh đường Nguyen Hue,"{'tokens': ['Gần', 'Cho', 'Ben', 'Thanh', 'đường', 'Nguyen', 'Hue'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Bitexco Số 194 Ngõ 27 Mai Chi Tho,"{'tokens': ['Bitexco', 'Số', '194', 'Ngõ', '27', 'Mai', 'Chi', 'Tho'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR', 'I-STR']}"
Xóm 13 gần Mai Chi Tho,"{'tokens': ['Xóm', '13', 'gần', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Gần Cho Ben Thanh đường Mai Chi Tho,"{'tokens': ['Gần', 'Cho', 'Ben', 'Thanh', 'đường', 'Mai', 'Chi', 'Tho'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Xóm 1 gần Mai Chi Tho,"{'tokens': ['Xóm', '1', 'gần', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Landmark 81 Số 172 Ngõ 42 Le Loi,"{'tokens': ['Landmark', '81', 'Số', '172', 'Ngõ', '42', 'Le', 'Loi'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
380/45 Mai Chi Tho,"{'tokens': ['380/45', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NUM', 'B-STR', 'I-STR', 'I-STR']}"
Bitexco Số 180 Kiệt 88 Le Loi,"{'tokens': ['Bitexco', 'Số', '180', 'Kiệt', '88', 'Le', 'Loi'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Thôn 10 gần Nguyen Hue,"{'tokens': ['Thôn', '10', 'gần', 'Nguyen', 'Hue'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
453/13 Nguyen Hue,"{'tokens': ['453/13', 'Nguyen', 'Hue'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
220/22 Mai Chi Tho,"{'tokens': ['220/22', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NUM', 'B-STR', 'I-STR', 'I-STR']}"
Khu phố 1 gần Mai Chi Tho,"{'tokens': ['Khu', 'phố', '1', 'gần', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NBH', 'I-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR', 'I-STR']}"
70/25 Nguyen Hue,"{'tokens': ['70/25', 'Nguyen', 'Hue'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Xóm 6 gần Le Loi,"{'tokens': ['Xóm', '6', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Landmark 81 Số 21 Hẻm 92 Le Loi,"{'tokens': ['Landmark', '81', 'Số', '21', 'Hẻm', '92', 'Le', 'Loi'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Cạnh Cho Ben Thanh đường Mai Chi Tho,"{'tokens': ['Cạnh', 'Cho', 'Ben', 'Thanh', 'đường', 'Mai', 'Chi', 'Tho'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Bitexco Số 5 Kiệt 81 Le Loi,"{'tokens': ['Bitexco', 'Số', '5', 'Kiệt', '81', 'Le', 'Loi'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Landmark 81 Số 111 Hẻm 33 Le Loi,"{'tokens': ['Landmark', '81', 'Số', '111', 'Hẻm', '33', 'Le', 'Loi'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
90/33 Nguyen Hue,"{'tokens': ['90/33', 'Nguyen', 'Hue'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
200/29 Le Loi,"{'tokens': ['200/29', 'Le', 'Loi'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Xóm 2 gần Le Loi,"{'tokens': ['Xóm', '2', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Bitexco Số 193 Ngõ 49 Le Loi,"{'tokens': ['Bitexco', 'Số', '193', 'Ngõ', '49', 'Le', 'Loi'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Nằm gần Cho Ben Thanh đường Le Loi,"{'tokens': ['Nằm', 'gần', 'Cho', 'Ben', 'Thanh', 'đường', 'Le', 'Loi'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
223/2 Nguyen Hue,"{'tokens': ['223/2', 'Nguyen', 'Hue'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Bitexco Số 23 Ngõ 48 Le Loi,"{'tokens': ['Bitexco', 'Số', '23', 'Ngõ', '48', 'Le', 'Loi'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Landmark 81 Số 181 Hẻm 64 Nguyen Hue,"{'tokens': ['Landmark', '81', 'Số', '181', 'Hẻm', '64', 'Nguyen', 'Hue'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Ấp 2 gần Le Loi,"{'tokens': ['Ấp', '2', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Landmark 81 Số 116 Hẻm 30 Mai Chi Tho,"{'tokens': ['Landmark', '81', 'Số', '116', 'Hẻm', '30', 'Mai', 'Chi', 'Tho'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR', 'I-STR']}"
483/3 Mai Chi Tho,"{'tokens': ['483/3', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NUM', 'B-STR', 'I-STR', 'I-STR']}"
Bitexco Số 49 Hẻm 51 Le Loi,"{'tokens': ['Bitexco', 'Số', '49', 'Hẻm', '51', 'Le', 'Loi'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Cạnh Cho Ben Thanh đường Le Loi,"{'tokens': ['Cạnh', 'Cho', 'Ben', 'Thanh', 'đường', 'Le', 'Loi'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Ấp 14 gần Mai Chi Tho,"{'tokens': ['Ấp', '14', 'gần', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Khu phố 19 gần Le Loi,"{'tokens': ['Khu', 'phố', '19', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Đối diện Ben xe Mien Tay đường Mai Chi Tho,"{'tokens': ['Đối', 'diện', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Mai', 'Chi', 'Tho'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Phía sau Cho Ben Thanh đường Mai Chi Tho,"{'tokens': ['Phía', 'sau', 'Cho', 'Ben', 'Thanh', 'đường', 'Mai', 'Chi', 'Tho'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR', 'I-STR']}"
250/12 Nguyen Hue,"{'tokens': ['250/12', 'Nguyen', 'Hue'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Bitexco Số 156 Ngõ 57 Le Loi,"{'tokens': ['Bitexco', 'Số', '156', 'Ngõ', '57', 'Le', 'Loi'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Bitexco Số 36 Kiệt 57 Mai Chi Tho,"{'tokens': ['Bitexco', 'Số', '36', 'Kiệt', '57', 'Mai', 'Chi', 'Tho'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR', 'I-STR']}"
365/1 Mai Chi Tho,"{'tokens': ['365/1', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NUM', 'B-STR', 'I-STR', 'I-STR']}"
Bitexco Số 106 Ngõ 24 Mai Chi Tho,"{'tokens': ['Bitexco', 'Số', '106', 'Ngõ', '24', 'Mai', 'Chi', 'Tho'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR', 'I-STR']}"
Thôn 1 gần Nguyen Hue,"{'tokens': ['Thôn', '1', 'gần', 'Nguyen', 'Hue'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Phía sau Cho Ben Thanh đường Mai Chi Tho,"{'tokens': ['Phía', 'sau', 'Cho', 'Ben', 'Thanh', 'đường', 'Mai', 'Chi', 'Tho'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Ấp 3 gần Le Loi,"{'tokens': ['Ấp', '3', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Landmark 81 Số 129 Kiệt 46 Le Loi,"{'tokens': ['Landmark', '81', 'Số', '129', 'Kiệt', '46', 'Le', 'Loi'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Landmark 81 Số 1 Ngõ 76 Mai Chi Tho,"{'tokens': ['Landmark', '81', 'Số', '1', 'Ngõ', '76', 'Mai', 'Chi', 'Tho'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR', 'I-STR']}"
379/46 Nguyen Hue,"{'tokens': ['379/46', 'Nguyen', 'Hue'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
149/24 Mai Chi Tho,"{'tokens': ['149/24', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NUM', 'B-STR', 'I-STR', 'I-STR']}"
Nằm gần Ben xe Mien Tay đường Nguyen Hue,"{'tokens': ['Nằm', 'gần', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Nguyen', 'Hue'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Khu phố 1 gần Mai Chi Tho,"{'tokens': ['Khu', 'phố', '1', 'gần', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NBH', 'I-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Tổ 2 gần Le Loi,"{'tokens': ['Tổ', '2', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Landmark 81 Số 42 Ngõ 61 Nguyen Hue,"{'tokens': ['Landmark', '81', 'Số', '42', 'Ngõ', '61', 'Nguyen', 'Hue'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
85/32 Nguyen Hue,"{'tokens': ['85/32', 'Nguyen', 'Hue'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Landmark 81 Số 174 Hẻm 61 Le Loi,"{'tokens': ['Landmark', '81', 'Số', '174', 'Hẻm', '61', 'Le', 'Loi'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Tổ 20 gần Le Loi,"{'tokens': ['Tổ', '20', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Đối diện Ben xe Mien Tay đường Mai Chi Tho,"{'tokens': ['Đối', 'diện', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Mai', 'Chi', 'Tho'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Thôn 16 gần Mai Chi Tho,"{'tokens': ['Thôn', '16', 'gần', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Ấp 10 gần Le Loi,"{'tokens': ['Ấp', '10', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
346/41 Nguyen Hue,"{'tokens': ['346/41', 'Nguyen', 'Hue'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
273/47 Mai Chi Tho,"{'tokens': ['273/47', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NUM', 'B-STR', 'I-STR', 'I-STR']}"
Kế bên Cho Ben Thanh đường Le Loi,"{'tokens': ['Kế', 'bên', 'Cho', 'Ben', 'Thanh', 'đường', 'Le', 'Loi'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Khu phố 2 gần Le Loi,"{'tokens': ['Khu', 'phố', '2', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Thôn 18 gần Nguyen Hue,"{'tokens': ['Thôn', '18', 'gần', 'Nguyen', 'Hue'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
87/31 Mai Chi Tho,"{'tokens': ['87/31', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NUM', 'B-STR', 'I-STR', 'I-STR']}"
Landmark 81 Số 80 Hẻm 36 Mai Chi Tho,"{'tokens': ['Landmark', '81', 'Số', '80', 'Hẻm', '36', 'Mai', 'Chi', 'Tho'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR', 'I-STR']}"
Kế bên Cho Ben Thanh đường Mai Chi Tho,"{'tokens': ['Kế', 'bên', 'Cho', 'Ben', 'Thanh', 'đường', 'Mai', 'Chi', 'Tho'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Thôn 9 gần Mai Chi Tho,"{'tokens': ['Thôn', '9', 'gần', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR', 'I-STR']}"
491/5 Le Loi,"{'tokens': ['491/5', 'Le', 'Loi'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Gần Cho Ben Thanh đường Le Loi,"{'tokens': ['Gần', 'Cho', 'Ben', 'Thanh', 'đường', 'Le', 'Loi'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Tổ 5 gần Nguyen Hue,"{'tokens': ['Tổ', '5', 'gần', 'Nguyen', 'Hue'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Phía sau Ben xe Mien Tay đường Le Loi,"{'tokens': ['Phía', 'sau', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Le', 'Loi'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
339/16 Le Loi,"{'tokens': ['339/16', 'Le', 'Loi'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
90/3 Nguyen Hue,"{'tokens': ['90/3', 'Nguyen', 'Hue'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Phía sau Ben xe Mien Tay đường Mai Chi Tho,"{'tokens': ['Phía', 'sau', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Mai', 'Chi', 'Tho'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Kế bên Cho Ben Thanh đường Nguyen Hue,"{'tokens': ['Kế', 'bên', 'Cho', 'Ben', 'Thanh', 'đường', 'Nguyen', 'Hue'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Bitexco Số 173 Ngõ 50 Nguyen Hue,"{'tokens': ['Bitexco', 'Số', '173', 'Ngõ', '50', 'Nguyen', 'Hue'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
331/40 Nguyen Hue,"{'tokens': ['331/40', 'Nguyen', 'Hue'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
127/24 Nguyen Hue,"{'tokens': ['127/24', 'Nguyen', 'Hue'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Bitexco Số 196 Ngõ 58 Mai Chi Tho,"{'tokens': ['Bitexco', 'Số', '196', 'Ngõ', '58', 'Mai', 'Chi', 'Tho'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR', 'I-STR']}"
112/28 Mai Chi Tho,"{'tokens': ['112/28', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NUM', 'B-STR', 'I-STR', 'I-STR']}"
12/45 Le Loi,"{'tokens': ['12/45', 'Le', 'Loi'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Khu phố 6 gần Mai Chi Tho,"{'tokens': ['Khu', 'phố', '6', 'gần', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NBH', 'I-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Tổ 3 gần Nguyen Hue,"{'tokens': ['Tổ', '3', 'gần', 'Nguyen', 'Hue'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Nằm gần Ben xe Mien Tay đường Mai Chi Tho,"{'tokens': ['Nằm', 'gần', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Mai', 'Chi', 'Tho'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Nằm gần Ben xe Mien Tay đường Le Loi,"{'tokens': ['Nằm', 'gần', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Le', 'Loi'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Khu phố 19 gần Le Loi,"{'tokens': ['Khu', 'phố', '19', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
432/7 Le Loi,"{'tokens': ['432/7', 'Le', 'Loi'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Nằm gần Ben xe Mien Tay đường Mai Chi Tho,"{'tokens': ['Nằm', 'gần', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Mai', 'Chi', 'Tho'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Xóm 17 gần Nguyen Hue,"{'tokens': ['Xóm', '17', 'gần', 'Nguyen', 'Hue'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
117/38 Nguyen Hue,"{'tokens': ['117/38', 'Nguyen', 'Hue'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Tổ 14 gần Nguyen Hue,"{'tokens': ['Tổ', '14', 'gần', 'Nguyen', 'Hue'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Bitexco Số 192 Ngõ 45 Le Loi,"{'tokens': ['Bitexco', 'Số', '192', 'Ngõ', '45', 'Le', 'Loi'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Ấp 3 gần Nguyen Hue,"{'tokens': ['Ấp', '3', 'gần', 'Nguyen', 'Hue'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Tổ 10 gần Nguyen Hue,"{'tokens': ['Tổ', '10', 'gần', 'Nguyen', 'Hue'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Gần Ben xe Mien Tay đường Le Loi,"{'tokens': ['Gần', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Le', 'Loi'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
374/46 Nguyen Hue,"{'tokens': ['374/46', 'Nguyen', 'Hue'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Cạnh Cho Ben Thanh đường Le Loi,"{'tokens': ['Cạnh', 'Cho', 'Ben', 'Thanh', 'đường', 'Le', 'Loi'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Bitexco Số 18 Ngõ 98 Nguyen Hue,"{'tokens': ['Bitexco', 'Số', '18', 'Ngõ', '98', 'Nguyen', 'Hue'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
59/33 Nguyen Hue,"{'tokens': ['59/33', 'Nguyen', 'Hue'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Bitexco Số 144 Ngõ 42 Nguyen Hue,"{'tokens': ['Bitexco', 'Số', '144', 'Ngõ', '42', 'Nguyen', 'Hue'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
303/29 Le Loi,"{'tokens': ['303/29', 'Le', 'Loi'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Kế bên Ben xe Mien Tay đường Le Loi,"{'tokens': ['Kế', 'bên', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Le', 'Loi'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Xóm 3 gần Le Loi,"{'tokens': ['Xóm', '3', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Ấp 19 gần Nguyen Hue,"{'tokens': ['Ấp', '19', 'gần', 'Nguyen', 'Hue'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
58/9 Nguyen Hue,"{'tokens': ['58/9', 'Nguyen', 'Hue'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Landmark 81 Số 180 Ngõ 58 Le Loi,"{'tokens': ['Landmark', '81', 'Số', '180', 'Ngõ', '58', 'Le', 'Loi'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
